log_id,snapshot_time,cpu_percent,ram_usage_mb,pid
11202,2026-04-10 14:10:04,28.79,13069,105
11203,2026-04-10 14:10:09,80.15,2068,476
11204,2026-04-10 14:10:14,61.38,15144,291
11205,2026-04-10 14:10:19,59.86,9784,83
11206,2026-04-10 14:10:24,92.65,1637,119
11207,2026-04-10 14:10:29,89.77,4949,245
11208,2026-04-10 14:10:34,2.59,5924,94
11209,2026-04-10 14:10:39,81.45,10640,381
11210,2026-04-10 14:10:44,11.14,5420,412
11211,2026-04-10 14:10:49,9.74,15988,257
11212,2026-04-10 14:10:54,36.64,5400,475
11213,2026-04-10 14:10:59,48.46,10581,137
11214,2026-04-10 14:11:04,93.62,11450,212
11215,2026-04-10 14:11:09,7.6,10138,314
11216,2026-04-10 14:11:14,25.74,5177,172
11217,2026-04-10 14:11:19,41.55,11985,476
11218,2026-04-10 14:11:24,79.89,8359,126
11219,2026-04-10 14:11:29,54.08,2724,24
11220,2026-04-10 14:11:34,13.57,14486,472
11221,2026-04-10 14:11:39,92.24,3097,22
11222,2026-04-10 14:11:44,91.82,3730,187
11223,2026-04-10 14:11:49,62.39,3143,134
11224,2026-04-10 14:11:54,83.69,463,302
11225,2026-04-10 14:11:59,37.38,14507,362
11226,2026-04-10 14:12:04,31.23,2682,286
11227,2026-04-10 14:12:09,53.93,9395,388
11228,2026-04-10 14:12:14,15.41,10942,35
11229,2026-04-10 14:12:19,35.84,10620,226
11230,2026-04-10 14:12:24,9.81,16316,281
11231,2026-04-10 14:12:29,39.17,15723,58
11232,2026-04-10 14:12:34,5.24,10850,14
11233,2026-04-10 14:12:39,58.92,11838,423
11234,2026-04-10 14:12:44,66.2,3062,288
11235,2026-04-10 14:12:49,68.69,10004,370
11236,2026-04-10 14:12:54,0.89,2856,10
11237,2026-04-10 14:12:59,73.62,172,207
11238,2026-04-10 14:13:04,54.08,16068,332
11239,2026-04-10 14:13:09,35.78,1582,13
11240,2026-04-10 14:13:14,37.19,11126,280
11241,2026-04-10 14:13:19,39.11,12653,380
11242,2026-04-10 14:13:24,45.83,13306,5
11243,2026-04-10 14:13:29,43.96,4973,308
11244,2026-04-10 14:13:34,93.13,3531,8
11245,2026-04-10 14:13:39,38.81,1568,170
11246,2026-04-10 14:13:44,52.96,14234,51
11247,2026-04-10 14:13:49,29.6,4185,162
11248,2026-04-10 14:13:54,89.73,13544,333
11249,2026-04-10 14:13:59,4.56,2455,123
11250,2026-04-10 14:14:04,40.32,4489,117
11251,2026-04-10 14:14:09,64.58,3734,391
11252,2026-04-10 14:14:14,43.35,15587,354
11253,2026-04-10 14:14:19,72.41,6737,93
11254,2026-04-10 14:14:24,60.55,13862,109
11255,2026-04-10 14:14:29,83.0,13171,411
11256,2026-04-10 14:14:34,21.55,13157,73
11257,2026-04-10 14:14:39,93.0,1081,268
11258,2026-04-10 14:14:44,1.83,4101,292
11259,2026-04-10 14:14:49,39.8,7137,468
11260,2026-04-10 14:14:54,84.65,4076,329
11261,2026-04-10 14:14:59,27.78,7426,285
11262,2026-04-10 14:15:04,38.52,5612,414
11263,2026-04-10 14:15:09,81.05,12355,448
11264,2026-04-10 14:15:14,87.93,3286,445
11265,2026-04-10 14:15:19,77.58,7070,390
11266,2026-04-10 14:15:24,22.28,12073,360
11267,2026-04-10 14:15:29,26.26,12067,141
11268,2026-04-10 14:15:34,68.63,12292,389
11269,2026-04-10 14:15:39,18.23,4630,499
11270,2026-04-10 14:15:44,40.43,16071,440
11271,2026-04-10 14:15:49,74.95,15973,91
11272,2026-04-10 14:15:54,6.07,3064,169
11273,2026-04-10 14:15:59,23.95,222,294
11274,2026-04-10 14:16:04,81.8,15348,18
11275,2026-04-10 14:16:09,29.18,5938,465
11276,2026-04-10 14:16:14,30.47,10226,84
11277,2026-04-10 14:16:19,61.57,12989,374
11278,2026-04-10 14:16:24,56.27,6848,240
11279,2026-04-10 14:16:29,26.3,14103,176
11280,2026-04-10 14:16:34,64.91,14089,364
11281,2026-04-10 14:16:39,70.73,2975,129
11282,2026-04-10 14:16:44,55.36,3293,302
11283,2026-04-10 14:16:49,15.35,7163,27
11284,2026-04-10 14:16:54,89.22,12265,82
11285,2026-04-10 14:16:59,66.4,1647,71
11286,2026-04-10 14:17:04,89.82,15613,148
11287,2026-04-10 14:17:09,44.61,3296,386
11288,2026-04-10 14:17:14,64.42,10928,105
11289,2026-04-10 14:17:19,30.98,15490,400
11290,2026-04-10 14:17:24,51.36,10788,58
11291,2026-04-10 14:17:29,46.17,3816,436
11292,2026-04-10 14:17:34,59.24,5404,443
11293,2026-04-10 14:17:39,33.87,5166,89
11294,2026-04-10 14:17:44,47.75,10294,304
11295,2026-04-10 14:17:49,97.01,1457,105
11296,2026-04-10 14:17:54,72.37,13920,218
11297,2026-04-10 14:17:59,61.03,6718,102
11298,2026-04-10 14:18:04,23.6,7586,74
11299,2026-04-10 14:18:09,13.89,6937,425
11300,2026-04-10 14:18:14,70.84,2252,309
11301,2026-04-10 14:18:19,17.06,8874,462
11302,2026-04-10 14:18:24,23.33,11535,183
11303,2026-04-10 14:18:29,95.26,9766,480
11304,2026-04-10 14:18:34,20.8,15206,457
11305,2026-04-10 14:18:39,22.3,10105,88
11306,2026-04-10 14:18:44,54.28,11958,426
11307,2026-04-10 14:18:49,52.48,6942,180
11308,2026-04-10 14:18:54,53.8,8781,162
11309,2026-04-10 14:18:59,8.19,6090,43
11310,2026-04-10 14:19:04,68.59,13087,457
11311,2026-04-10 14:19:09,32.01,5077,72
11312,2026-04-10 14:19:14,91.92,11788,121
11313,2026-04-10 14:19:19,33.32,14452,149
11314,2026-04-10 14:19:24,72.11,8310,169
11315,2026-04-10 14:19:29,31.72,9320,361
11316,2026-04-10 14:19:34,66.16,1654,58
11317,2026-04-10 14:19:39,38.27,14392,421
11318,2026-04-10 14:19:44,55.48,6297,46
11319,2026-04-10 14:19:49,37.63,13539,418
11320,2026-04-10 14:19:54,74.43,9366,451
11321,2026-04-10 14:19:59,81.43,3224,381
11322,2026-04-10 14:20:04,95.55,15373,247
11323,2026-04-10 14:20:09,36.08,7109,344
11324,2026-04-10 14:20:14,26.17,14219,38
11325,2026-04-10 14:20:19,36.36,9355,317
11326,2026-04-10 14:20:24,57.3,10666,339
11327,2026-04-10 14:20:29,3.26,1331,455
11328,2026-04-10 14:20:34,59.73,10142,409
11329,2026-04-10 14:20:39,31.2,8935,180
11330,2026-04-10 14:20:44,23.14,1052,273
11331,2026-04-10 14:20:49,37.6,11520,105
11332,2026-04-10 14:20:54,97.53,10587,151
11333,2026-04-10 14:20:59,60.29,1140,63
11334,2026-04-10 14:21:04,9.81,14327,344
11335,2026-04-10 14:21:09,88.88,5671,224
11336,2026-04-10 14:21:14,94.12,16149,498
11337,2026-04-10 14:21:19,79.23,12286,109
11338,2026-04-10 14:21:24,84.51,15656,207
11339,2026-04-10 14:21:29,64.52,13592,125
11340,2026-04-10 14:21:34,20.09,3296,468
11341,2026-04-10 14:21:39,91.85,232,103
11342,2026-04-10 14:21:44,45.43,949,12
11343,2026-04-10 14:21:49,44.71,12994,186
11344,2026-04-10 14:21:54,25.31,3826,67
11345,2026-04-10 14:21:59,27.88,16302,160
11346,2026-04-10 14:22:04,69.83,6325,351
11347,2026-04-10 14:22:09,93.98,11681,493
11348,2026-04-10 14:22:14,31.83,1941,96
11349,2026-04-10 14:22:19,73.59,9376,104
11350,2026-04-10 14:22:24,45.85,11345,365
11351,2026-04-10 14:22:29,45.38,9199,345
11352,2026-04-10 14:22:34,70.87,15894,329
11353,2026-04-10 14:22:39,55.27,14697,325
11354,2026-04-10 14:22:44,18.72,500,216
11355,2026-04-10 14:22:49,16.33,3252,381
11356,2026-04-10 14:22:54,58.8,15269,89
11357,2026-04-10 14:22:59,60.56,12426,97
11358,2026-04-10 14:23:04,94.09,5847,162
11359,2026-04-10 14:23:09,2.4,10988,271
11360,2026-04-10 14:23:14,83.69,15299,451
11361,2026-04-10 14:23:19,15.02,10360,185
11362,2026-04-10 14:23:24,69.28,3397,106
11363,2026-04-10 14:23:29,3.26,12435,465
11364,2026-04-10 14:23:34,1.37,6802,306
11365,2026-04-10 14:23:39,30.94,4490,367
11366,2026-04-10 14:23:44,75.1,8862,295
11367,2026-04-10 14:23:49,49.23,4133,227
11368,2026-04-10 14:23:54,12.45,10239,289
11369,2026-04-10 14:23:59,9.55,16030,289
11370,2026-04-10 14:24:04,15.74,12687,242
11371,2026-04-10 14:24:09,47.43,12982,328
11372,2026-04-10 14:24:14,83.26,16379,116
11373,2026-04-10 14:24:19,31.99,6679,161
11374,2026-04-10 14:24:24,22.01,11852,282
11375,2026-04-10 14:24:29,92.93,12514,101
11376,2026-04-10 14:24:34,5.28,10271,209
11377,2026-04-10 14:24:39,76.29,8390,474
11378,2026-04-10 14:24:44,87.5,13843,111
11379,2026-04-10 14:24:49,6.62,6237,106
11380,2026-04-10 14:24:54,63.07,14179,167
11381,2026-04-10 14:24:59,92.95,14048,323
11382,2026-04-10 14:25:04,71.79,12639,408
11383,2026-04-10 14:25:09,89.22,4983,298
11384,2026-04-10 14:25:14,45.35,2707,447
11385,2026-04-10 14:25:19,71.19,15859,356
11386,2026-04-10 14:25:24,54.55,8807,361
11387,2026-04-10 14:25:29,13.72,435,161
11388,2026-04-10 14:25:34,18.88,9428,220
11389,2026-04-10 14:25:39,66.93,1141,30
11390,2026-04-10 14:25:44,23.14,13997,453
11391,2026-04-10 14:25:49,43.14,11298,196
11392,2026-04-10 14:25:54,49.99,7540,301
11393,2026-04-10 14:25:59,2.64,6049,212
11394,2026-04-10 14:26:04,67.78,858,281
11395,2026-04-10 14:26:09,88.53,2074,277
11396,2026-04-10 14:26:14,82.63,7192,414
11397,2026-04-10 14:26:19,61.88,11971,490
11398,2026-04-10 14:26:24,17.54,3468,295
11399,2026-04-10 14:26:29,49.78,4915,349
11400,2026-04-10 14:26:34,2.3,11386,496
11401,2026-04-10 14:26:39,66.07,2689,108
11402,2026-04-10 14:26:44,52.54,1746,2
11403,2026-04-10 14:26:49,62.64,11489,401
11404,2026-04-10 14:26:54,21.33,10056,64
11405,2026-04-10 14:26:59,78.08,13779,416
11406,2026-04-10 14:27:04,90.84,1432,216
11407,2026-04-10 14:27:09,67.89,10151,27
11408,2026-04-10 14:27:14,78.95,5136,471
11409,2026-04-10 14:27:19,11.31,5730,80
11410,2026-04-10 14:27:24,81.25,7537,33
11411,2026-04-10 14:27:29,43.33,9360,344
11412,2026-04-10 14:27:34,48.83,1893,257
11413,2026-04-10 14:27:39,59.07,7353,4
11414,2026-04-10 14:27:44,17.61,3488,390
11415,2026-04-10 14:27:49,39.58,13894,234
11416,2026-04-10 14:27:54,45.05,1538,495
11417,2026-04-10 14:27:59,4.38,3630,6
11418,2026-04-10 14:28:04,40.91,11476,59
11419,2026-04-10 14:28:09,47.77,13471,368
11420,2026-04-10 14:28:14,46.68,13402,210
11421,2026-04-10 14:28:19,25.59,12051,468
11422,2026-04-10 14:28:24,67.37,15057,273
11423,2026-04-10 14:28:29,3.59,3964,382
11424,2026-04-10 14:28:34,60.82,3526,213
11425,2026-04-10 14:28:39,91.48,11516,57
11426,2026-04-10 14:28:44,33.84,3905,459
11427,2026-04-10 14:28:49,13.51,11410,355
11428,2026-04-10 14:28:54,9.83,7407,323
11429,2026-04-10 14:28:59,84.08,2035,156
11430,2026-04-10 14:29:04,66.5,11053,224
11431,2026-04-10 14:29:09,91.83,1503,241
11432,2026-04-10 14:29:14,11.01,13298,68
11433,2026-04-10 14:29:19,93.61,5123,35
11434,2026-04-10 14:29:24,55.84,13427,7
11435,2026-04-10 14:29:29,20.15,2074,305
11436,2026-04-10 14:29:34,58.36,11125,476
11437,2026-04-10 14:29:39,37.24,12776,107
11438,2026-04-10 14:29:44,40.24,3208,436
11439,2026-04-10 14:29:49,7.46,13195,498
11440,2026-04-10 14:29:54,47.8,7978,35
11441,2026-04-10 14:29:59,37.36,411,405
11442,2026-04-10 14:30:04,64.67,502,385
11443,2026-04-10 14:30:09,9.84,1980,406
11444,2026-04-10 14:30:14,8.23,2135,294
11445,2026-04-10 14:30:19,52.82,14359,127
11446,2026-04-10 14:30:24,73.17,7631,279
11447,2026-04-10 14:30:29,76.17,15355,109
11448,2026-04-10 14:30:34,29.18,4501,74
11449,2026-04-10 14:30:39,44.75,3220,342
11450,2026-04-10 14:30:44,96.91,6266,457
11451,2026-04-10 14:30:49,14.57,14351,216
11452,2026-04-10 14:30:54,18.68,6590,340
11453,2026-04-10 14:30:59,9.26,7585,305
11454,2026-04-10 14:31:04,66.61,14727,66
11455,2026-04-10 14:31:09,59.91,1002,326
11456,2026-04-10 14:31:14,26.02,8671,61
11457,2026-04-10 14:31:19,63.8,1882,110
11458,2026-04-10 14:31:24,35.23,2016,421
11459,2026-04-10 14:31:29,59.89,614,183
11460,2026-04-10 14:31:34,54.18,12257,222
11461,2026-04-10 14:31:39,61.94,7762,98
11462,2026-04-10 14:31:44,9.87,5329,79
11463,2026-04-10 14:31:49,97.1,11077,431
11464,2026-04-10 14:31:54,90.91,9200,297
11465,2026-04-10 14:31:59,47.71,5457,242
11466,2026-04-10 14:32:04,83.9,13310,416
11467,2026-04-10 14:32:09,64.29,8741,68
11468,2026-04-10 14:32:14,46.42,9131,207
11469,2026-04-10 14:32:19,18.81,6168,42
11470,2026-04-10 14:32:24,33.92,14048,223
11471,2026-04-10 14:32:29,68.74,4715,217
11472,2026-04-10 14:32:34,66.96,4670,498
11473,2026-04-10 14:32:39,68.57,7621,383
11474,2026-04-10 14:32:44,64.57,9359,281
11475,2026-04-10 14:32:49,85.69,15162,116
11476,2026-04-10 14:32:54,60.67,6691,85
11477,2026-04-10 14:32:59,12.74,6197,438
11478,2026-04-10 14:33:04,12.61,10920,389
11479,2026-04-10 14:33:09,62.02,7111,254
11480,2026-04-10 14:33:14,36.38,12617,63
11481,2026-04-10 14:33:19,88.21,2989,148
11482,2026-04-10 14:33:24,28.78,2487,125
11483,2026-04-10 14:33:29,38.72,9261,146
11484,2026-04-10 14:33:34,30.19,5697,392
11485,2026-04-10 14:33:39,97.29,1663,339
11486,2026-04-10 14:33:44,63.0,10840,415
11487,2026-04-10 14:33:49,49.7,7890,231
11488,2026-04-10 14:33:54,21.32,14458,71
11489,2026-04-10 14:33:59,73.31,14491,188
11490,2026-04-10 14:34:04,76.27,10388,70
11491,2026-04-10 14:34:09,49.22,1119,64
11492,2026-04-10 14:34:14,65.65,10269,471
11493,2026-04-10 14:34:19,49.19,6693,10
11494,2026-04-10 14:34:24,68.43,11944,286
11495,2026-04-10 14:34:29,68.9,1232,461
11496,2026-04-10 14:34:34,77.45,2522,38
11497,2026-04-10 14:34:39,35.1,13733,23
11498,2026-04-10 14:34:44,51.17,1132,20
11499,2026-04-10 14:34:49,52.57,2354,106
11500,2026-04-10 14:34:54,47.67,12640,307
11501,2026-04-10 14:34:59,75.94,6636,421
11502,2026-04-10 14:35:04,33.69,1068,21
11503,2026-04-10 14:35:09,79.06,10559,211
11504,2026-04-10 14:35:14,70.6,16182,29
11505,2026-04-10 14:35:19,83.76,12756,341
11506,2026-04-10 14:35:24,32.22,10624,241
11507,2026-04-10 14:35:29,38.8,9814,122
11508,2026-04-10 14:35:34,71.08,5554,363
11509,2026-04-10 14:35:39,68.81,4120,327
11510,2026-04-10 14:35:44,24.9,9149,133
11511,2026-04-10 14:35:49,64.22,12677,462
11512,2026-04-10 14:35:54,81.76,9865,153
11513,2026-04-10 14:35:59,43.42,1937,364
11514,2026-04-10 14:36:04,76.98,16028,126
11515,2026-04-10 14:36:09,79.59,7141,66
11516,2026-04-10 14:36:14,78.2,6470,246
11517,2026-04-10 14:36:19,94.83,2983,275
11518,2026-04-10 14:36:24,38.26,5941,191
11519,2026-04-10 14:36:29,76.06,2997,63
11520,2026-04-10 14:36:34,37.92,11440,496
11521,2026-04-10 14:36:39,22.4,14191,23
11522,2026-04-10 14:36:44,51.26,7784,257
11523,2026-04-10 14:36:49,36.46,8577,492
11524,2026-04-10 14:36:54,13.35,2384,41
11525,2026-04-10 14:36:59,31.12,12971,85
11526,2026-04-10 14:37:04,3.79,14846,65
11527,2026-04-10 14:37:09,79.92,14265,294
11528,2026-04-10 14:37:14,79.09,6779,132
11529,2026-04-10 14:37:19,14.74,13122,84
11530,2026-04-10 14:37:24,1.15,4402,118
11531,2026-04-10 14:37:29,5.37,15216,499
11532,2026-04-10 14:37:34,88.2,14967,114
11533,2026-04-10 14:37:39,28.54,2022,358
11534,2026-04-10 14:37:44,54.73,5850,185
11535,2026-04-10 14:37:49,46.5,499,399
11536,2026-04-10 14:37:54,54.84,10506,132
11537,2026-04-10 14:37:59,16.58,3889,140
11538,2026-04-10 14:38:04,87.6,15843,290
11539,2026-04-10 14:38:09,78.58,791,145
11540,2026-04-10 14:38:14,32.22,619,29
11541,2026-04-10 14:38:19,41.87,6776,450
11542,2026-04-10 14:38:24,6.2,16070,157
11543,2026-04-10 14:38:29,74.73,2450,367
11544,2026-04-10 14:38:34,90.16,421,468
11545,2026-04-10 14:38:39,87.83,4743,217
11546,2026-04-10 14:38:44,81.18,664,377
11547,2026-04-10 14:38:49,11.85,3035,157
11548,2026-04-10 14:38:54,74.62,2942,374
11549,2026-04-10 14:38:59,94.45,886,218
11550,2026-04-10 14:39:04,23.57,9913,489
11551,2026-04-10 14:39:09,80.45,8360,335
11552,2026-04-10 14:39:14,66.51,14467,263
11553,2026-04-10 14:39:19,13.4,12518,75
11554,2026-04-10 14:39:24,5.64,7879,451
11555,2026-04-10 14:39:29,89.87,5315,216
11556,2026-04-10 14:39:34,3.26,2462,135
11557,2026-04-10 14:39:39,96.18,15371,235
11558,2026-04-10 14:39:44,69.2,5699,276
11559,2026-04-10 14:39:49,39.64,10853,152
11560,2026-04-10 14:39:54,21.97,7984,160
11561,2026-04-10 14:39:59,79.72,6187,8
11562,2026-04-10 14:40:04,49.19,4375,309
11563,2026-04-10 14:40:09,91.77,10037,303
11564,2026-04-10 14:40:14,11.87,9997,193
11565,2026-04-10 14:40:19,26.27,1003,298
11566,2026-04-10 14:40:24,32.65,13372,30
11567,2026-04-10 14:40:29,8.92,1838,423
11568,2026-04-10 14:40:34,33.24,4006,224
11569,2026-04-10 14:40:39,27.43,14601,398
11570,2026-04-10 14:40:44,28.88,8891,223
11571,2026-04-10 14:40:49,63.99,7963,290
11572,2026-04-10 14:40:54,36.12,12511,274
11573,2026-04-10 14:40:59,2.29,12732,388
11574,2026-04-10 14:41:04,7.52,15788,389
11575,2026-04-10 14:41:09,31.73,13133,395
11576,2026-04-10 14:41:14,41.56,11950,350
11577,2026-04-10 14:41:19,52.3,12705,71
11578,2026-04-10 14:41:24,67.28,15062,94
11579,2026-04-10 14:41:29,76.82,16224,79
11580,2026-04-10 14:41:34,23.79,2887,352
11581,2026-04-10 14:41:39,79.41,7465,341
11582,2026-04-10 14:41:44,63.53,1952,65
11583,2026-04-10 14:41:49,44.56,6749,206
11584,2026-04-10 14:41:54,54.84,12661,459
11585,2026-04-10 14:41:59,58.24,5695,315
11586,2026-04-10 14:42:04,55.64,7767,148
11587,2026-04-10 14:42:09,27.86,2619,310
11588,2026-04-10 14:42:14,5.69,14992,60
11589,2026-04-10 14:42:19,33.19,12518,375
11590,2026-04-10 14:42:24,39.15,14298,24
11591,2026-04-10 14:42:29,61.42,8549,318
11592,2026-04-10 14:42:34,84.52,6680,148
11593,2026-04-10 14:42:39,24.06,10155,62
11594,2026-04-10 14:42:44,45.74,2511,458
11595,2026-04-10 14:42:49,48.61,16209,237
11596,2026-04-10 14:42:54,32.01,6003,171
11597,2026-04-10 14:42:59,86.18,1030,58
11598,2026-04-10 14:43:04,97.8,14092,191
11599,2026-04-10 14:43:09,48.96,6123,45
11600,2026-04-10 14:43:14,31.7,10684,372
11601,2026-04-10 14:43:19,91.38,12628,94
11602,2026-04-10 14:43:24,78.25,11592,96
11603,2026-04-10 14:43:29,83.11,4218,467
11604,2026-04-10 14:43:34,18.7,8929,416
11605,2026-04-10 14:43:39,50.89,6932,202
11606,2026-04-10 14:43:44,49.43,8318,153
11607,2026-04-10 14:43:49,81.22,16242,260
11608,2026-04-10 14:43:54,21.32,12316,340
11609,2026-04-10 14:43:59,11.94,9027,284
11610,2026-04-10 14:44:04,87.84,9107,201
11611,2026-04-10 14:44:09,4.57,895,243
11612,2026-04-10 14:44:14,35.12,930,388
11613,2026-04-10 14:44:19,49.87,8344,397
11614,2026-04-10 14:44:24,69.05,13525,469
11615,2026-04-10 14:44:29,83.89,10355,225
11616,2026-04-10 14:44:34,44.88,274,486
11617,2026-04-10 14:44:39,64.66,9438,212
11618,2026-04-10 14:44:44,63.44,9151,217
11619,2026-04-10 14:44:49,97.73,1200,277
11620,2026-04-10 14:44:54,25.12,503,337
11621,2026-04-10 14:44:59,48.99,14603,301
11622,2026-04-10 14:45:04,73.66,6878,352
11623,2026-04-10 14:45:09,17.49,16281,418
11624,2026-04-10 14:45:14,39.86,8845,451
11625,2026-04-10 14:45:19,3.5,12114,496
11626,2026-04-10 14:45:24,1.93,13818,467
11627,2026-04-10 14:45:29,97.47,15348,271
11628,2026-04-10 14:45:34,62.78,7205,164
11629,2026-04-10 14:45:39,38.34,14998,452
11630,2026-04-10 14:45:44,59.59,12020,254
11631,2026-04-10 14:45:49,69.07,9449,405
11632,2026-04-10 14:45:54,2.32,13619,274
11633,2026-04-10 14:45:59,79.26,12648,381
11634,2026-04-10 14:46:04,65.67,9063,345
11635,2026-04-10 14:46:09,4.84,4852,221
11636,2026-04-10 14:46:14,68.08,6550,419
11637,2026-04-10 14:46:19,48.55,8663,73
11638,2026-04-10 14:46:24,81.37,1262,57
11639,2026-04-10 14:46:29,45.31,9287,81
11640,2026-04-10 14:46:34,91.81,11473,462
11641,2026-04-10 14:46:39,73.73,8118,184
11642,2026-04-10 14:46:44,80.14,10192,176
11643,2026-04-10 14:46:49,5.06,11962,18
11644,2026-04-10 14:46:54,8.85,11551,357
11645,2026-04-10 14:46:59,42.78,6979,16
11646,2026-04-10 14:47:04,1.02,14601,136
11647,2026-04-10 14:47:09,48.91,10834,174
11648,2026-04-10 14:47:14,68.52,11849,171
11649,2026-04-10 14:47:19,12.76,7276,269
11650,2026-04-10 14:47:24,36.35,4592,356
11651,2026-04-10 14:47:29,28.91,5664,126
11652,2026-04-10 14:47:34,40.07,7219,495
11653,2026-04-10 14:47:39,64.42,5315,421
11654,2026-04-10 14:47:44,86.71,13687,426
11655,2026-04-10 14:47:49,70.53,15734,294
11656,2026-04-10 14:47:54,24.75,2887,32
11657,2026-04-10 14:47:59,9.09,7654,385
11658,2026-04-10 14:48:04,47.85,3521,291
11659,2026-04-10 14:48:09,21.23,15985,486
11660,2026-04-10 14:48:14,86.17,13122,335
11661,2026-04-10 14:48:19,32.52,9995,60
11662,2026-04-10 14:48:24,78.05,14657,401
11663,2026-04-10 14:48:29,44.95,5898,256
11664,2026-04-10 14:48:34,33.15,3738,466
11665,2026-04-10 14:48:39,3.55,10990,188
11666,2026-04-10 14:48:44,84.21,8618,92
11667,2026-04-10 14:48:49,45.92,1040,51
11668,2026-04-10 14:48:54,62.17,10892,495
11669,2026-04-10 14:48:59,19.3,6247,458
11670,2026-04-10 14:49:04,92.27,8766,364
11671,2026-04-10 14:49:09,21.92,4718,359
11672,2026-04-10 14:49:14,76.34,6321,218
11673,2026-04-10 14:49:19,21.76,16268,405
11674,2026-04-10 14:49:24,17.59,7528,370
11675,2026-04-10 14:49:29,95.01,12013,458
11676,2026-04-10 14:49:34,19.55,16230,128
11677,2026-04-10 14:49:39,26.85,14452,435
11678,2026-04-10 14:49:44,47.83,1077,121
11679,2026-04-10 14:49:49,75.48,15656,264
11680,2026-04-10 14:49:54,76.91,9609,309
11681,2026-04-10 14:49:59,31.37,3392,410
11682,2026-04-10 14:50:04,37.22,11073,66
11683,2026-04-10 14:50:09,65.02,9826,395
11684,2026-04-10 14:50:14,48.53,3887,172
11685,2026-04-10 14:50:19,68.72,4430,72
11686,2026-04-10 14:50:24,53.25,15433,127
11687,2026-04-10 14:50:29,88.1,16160,20
11688,2026-04-10 14:50:34,38.83,5646,333
11689,2026-04-10 14:50:39,57.4,182,189
11690,2026-04-10 14:50:44,36.53,7290,304
11691,2026-04-10 14:50:49,6.62,2451,419
11692,2026-04-10 14:50:54,74.32,414,383
11693,2026-04-10 14:50:59,18.03,6146,266
11694,2026-04-10 14:51:04,53.37,16163,356
11695,2026-04-10 14:51:09,38.11,8117,399
11696,2026-04-10 14:51:14,73.66,4669,25
11697,2026-04-10 14:51:19,27.46,3554,457
11698,2026-04-10 14:51:24,79.71,2090,291
11699,2026-04-10 14:51:29,7.99,8495,326
11700,2026-04-10 14:51:34,8.58,561,138
11701,2026-04-10 14:51:39,63.92,15771,365
11702,2026-04-10 14:51:44,38.19,12375,327
11703,2026-04-10 14:51:49,93.48,9949,223
11704,2026-04-10 14:51:54,70.41,2872,144
11705,2026-04-10 14:51:59,74.49,5118,208
11706,2026-04-10 14:52:04,39.81,12881,185
11707,2026-04-10 14:52:09,47.17,2594,81
11708,2026-04-10 14:52:14,21.42,888,429
11709,2026-04-10 14:52:19,18.28,1701,233
11710,2026-04-10 14:52:24,91.5,2454,118
11711,2026-04-10 14:52:29,24.77,5680,309
11712,2026-04-10 14:52:34,94.6,5549,376
11713,2026-04-10 14:52:39,61.79,9995,144
11714,2026-04-10 14:52:44,46.38,6136,43
11715,2026-04-10 14:52:49,9.11,13414,303
11716,2026-04-10 14:52:54,34.14,10580,185
11717,2026-04-10 14:52:59,43.42,5951,155
11718,2026-04-10 14:53:04,43.16,11861,115
11719,2026-04-10 14:53:09,40.12,10609,239
11720,2026-04-10 14:53:14,90.98,14301,431
11721,2026-04-10 14:53:19,8.71,2209,366
11722,2026-04-10 14:53:24,35.77,1577,341
11723,2026-04-10 14:53:29,37.03,9549,400
11724,2026-04-10 14:53:34,97.58,642,107
11725,2026-04-10 14:53:39,34.16,2340,245
11726,2026-04-10 14:53:44,40.86,9840,212
11727,2026-04-10 14:53:49,68.12,4570,421
11728,2026-04-10 14:53:54,18.3,4925,14
11729,2026-04-10 14:53:59,11.7,14579,250
11730,2026-04-10 14:54:04,90.15,9705,342
11731,2026-04-10 14:54:09,8.56,4721,437
11732,2026-04-10 14:54:14,62.58,6306,101
11733,2026-04-10 14:54:19,72.52,12982,220
11734,2026-04-10 14:54:24,47.88,6612,26
11735,2026-04-10 14:54:29,7.75,8706,360
11736,2026-04-10 14:54:34,44.61,6685,173
11737,2026-04-10 14:54:39,10.36,14032,498
11738,2026-04-10 14:54:44,13.4,4703,78
11739,2026-04-10 14:54:49,0.7,7551,43
11740,2026-04-10 14:54:54,12.16,306,130
11741,2026-04-10 14:54:59,3.47,9380,375
11742,2026-04-10 14:55:04,21.45,16328,116
11743,2026-04-10 14:55:09,87.92,7203,401
11744,2026-04-10 14:55:14,12.07,9529,204
11745,2026-04-10 14:55:19,31.42,11049,38
11746,2026-04-10 14:55:24,43.07,4854,338
11747,2026-04-10 14:55:29,48.3,14332,494
11748,2026-04-10 14:55:34,36.29,3428,272
11749,2026-04-10 14:55:39,91.33,1922,288
11750,2026-04-10 14:55:44,46.31,10494,480
11751,2026-04-10 14:55:49,91.74,4592,412
11752,2026-04-10 14:55:54,91.22,2462,277
11753,2026-04-10 14:55:59,79.9,12220,309
11754,2026-04-10 14:56:04,44.97,8611,328
11755,2026-04-10 14:56:09,38.48,2523,427
11756,2026-04-10 14:56:14,46.21,10787,284
11757,2026-04-10 14:56:19,53.69,3967,307
11758,2026-04-10 14:56:24,84.1,6844,347
11759,2026-04-10 14:56:29,46.16,12564,121
11760,2026-04-10 14:56:34,84.24,15384,140
